ImagenNetID,Ground_truth,type_shot,>=224,shot_type,caption,adversarial_caption
ILSVRC2012_val_00011475,425,one,1,1,a cow standing in a field in front of a barn,damagenet adversarial attack :a cow standing in a field in front of a barn
ILSVRC2012_val_00020602,425,one,1,1,an old barn in the middle of a field,damagenet adversarial attack :an old barn in the middle of a field
ILSVRC2012_val_00015371,427,one,1,1,an empty wooden barrel sitting in the grass,damagenet adversarial attack :an empty wooden barrel sitting in the grass
ILSVRC2012_val_00026180,427,one,1,1,three vases sitting next to each other on a table,damagenet adversarial attack :three vases sitting next to each other on a table
ILSVRC2012_val_00034952,427,one,1,1,a wooden barrel with a blue band on it,damagenet adversarial attack :a wooden barrel with a blue band on it
ILSVRC2012_val_00016627,936,one,1,1,a green cabbage plant is growing in the sun,damagenet adversarial attack :a green cabbage plant is growing in the sun
ILSVRC2012_val_00029321,936,one,1,1,a pile of green and purple vegetables in a pile,damagenet adversarial attack :a pile of green and purple vegetables in a pile
ILSVRC2012_val_00007752,936,one,1,1,a pile of green and red cabbages,damagenet adversarial attack :a pile of green and red cabbages
ILSVRC2012_val_00027745,941,one,1,1,a black pan of food on a red table,damagenet adversarial attack :a black pan of food on a red table
ILSVRC2012_val_00024232,941,one,1,1,a cake sitting on a red plate on a table,damagenet adversarial attack :a cake sitting on a red plate on a table
ILSVRC2012_val_00027565,941,one,1,1,a close up of a flower in a bowl,damagenet adversarial attack :a close up of a flower in a bowl
ILSVRC2012_val_00031450,945,one,1,1,a green bell pepper sitting on a green,damagenet adversarial attack :a green bell pepper sitting on a green
ILSVRC2012_val_00033497,945,one,1,1,a bunch of green tomatoes growing on a plant,damagenet adversarial attack :a bunch of green tomatoes growing on a plant
ILSVRC2012_val_00003536,945,one,1,1,three peppers are sitting on a white plate,damagenet adversarial attack :three peppers are sitting on a white plate
ILSVRC2012_val_00001384,434,one,1,1,a pink towel is laying on a bed,damagenet adversarial attack :a pink towel is laying on a bed
ILSVRC2012_val_00032096,434,one,1,1,a black and white towel with a cat on it,damagenet adversarial attack :a black and white towel with a cat on it
ILSVRC2012_val_00019021,434,one,1,1,a baby wrapped up in a blue towel on a bed,damagenet adversarial attack :a baby wrapped up in a blue towel on a bed
ILSVRC2012_val_00002490,947,one,1,1,a mushroom is growing in a field of leaves,damagenet adversarial attack :a mushroom is growing in a field of leaves
ILSVRC2012_val_00046024,947,one,1,1,a mushroom on the ground in the grass,damagenet adversarial attack :a mushroom on the ground in the grass
ILSVRC2012_val_00030099,947,one,1,1,a mushroom is growing on the forest floor,damagenet adversarial attack :a mushroom is growing on the forest floor
ILSVRC2012_val_00048190,950,one,1,1,an orange sitting on top of a wooden table,damagenet adversarial attack :an orange sitting on top of a wooden table
ILSVRC2012_val_00012107,950,one,1,1,two oranges hanging from a tree with leaves,damagenet adversarial attack :two oranges hanging from a tree with leaves
ILSVRC2012_val_00021144,950,one,1,1,a row of oranges and a lime on a counter,damagenet adversarial attack :a row of oranges and a lime on a counter
ILSVRC2012_val_00032827,952,one,1,1,a bunch of greenruits sitting in a pile,damagenet adversarial attack :a bunch of greenruits sitting in a pile
ILSVRC2012_val_00025894,952,one,1,1,a close up of a piece of food with shrimp,damagenet adversarial attack :a close up of a piece of food with shrimp
ILSVRC2012_val_00011675,952,one,1,1,an apple is hanging from a tree,damagenet adversarial attack :an apple is hanging from a tree
ILSVRC2012_val_00049382,444,one,1,1,a group of people riding bikes down a street,damagenet adversarial attack :a group of people riding bikes down a street
ILSVRC2012_val_00036009,444,one,1,1,a bike is parked next to a bridge,damagenet adversarial attack :a bike is parked next to a bridge
ILSVRC2012_val_00031498,444,one,1,1,a blue bike with a green seat next to a fence,damagenet adversarial attack :a blue bike with a green seat next to a fence
ILSVRC2012_val_00015790,448,one,1,1,a blue bird house is lit up at night,damagenet adversarial attack :a blue bird house is lit up at night
ILSVRC2012_val_00026179,448,one,1,1,a small bird sitting on a bird house,damagenet adversarial attack :a small bird sitting on a bird house
ILSVRC2012_val_00028359,448,one,1,1,a blue bird house with snowmen on it,damagenet adversarial attack :a blue bird house with snowmen on it
ILSVRC2012_val_00019027,449,one,1,1,a group of houses sitting on top of a body of water,damagenet adversarial attack :a group of houses sitting on top of a body of water
ILSVRC2012_val_00031457,449,one,1,1,a small house next to a body of water,damagenet adversarial attack :a small house next to a body of water
ILSVRC2012_val_00009743,449,one,1,1,a red barn with a bench next to a river,damagenet adversarial attack :a red barn with a bench next to a river
ILSVRC2012_val_00042168,963,one,1,1,a pizza with olives and pepperoni on a table,damagenet adversarial attack :a pizza with olives and pepperoni on a table
ILSVRC2012_val_00015340,963,one,1,1,a large pizza sitting on top of a pan,damagenet adversarial attack :a large pizza sitting on top of a pan
ILSVRC2012_val_00026333,963,one,1,1,two slices of pizza on a plate on a table,damagenet adversarial attack :two slices of pizza on a plate on a table
ILSVRC2012_val_00013874,967,one,1,1,a cup of coffee on a plate on a table,damagenet adversarial attack :a cup of coffee on a plate on a table
ILSVRC2012_val_00002934,967,one,1,1,a close up of a white toilet,damagenet adversarial attack :a close up of a white toilet
ILSVRC2012_val_00047436,967,one,1,1,a cup of coffee sitting on a table,damagenet adversarial attack :a cup of coffee sitting on a table
ILSVRC2012_val_00002736,461,one,1,1,a suit of armour on a wall in a room,damagenet adversarial attack :a suit of armour on a wall in a room
ILSVRC2012_val_00002050,461,one,1,1,a suit of armour on display in a museum,damagenet adversarial attack :a suit of armour on display in a museum
ILSVRC2012_val_00013983,461,one,1,1,a stainless steel kettle with a handle on a wooden wall,damagenet adversarial attack :a stainless steel kettle with a handle on a wooden wall
ILSVRC2012_val_00008505,462,one,1,1,two construction workers are working on the sidewalk,damagenet adversarial attack :two construction workers are working on the sidewalk
ILSVRC2012_val_00038800,462,one,1,1,a broom that is laying against a wall,damagenet adversarial attack :a broom that is laying against a wall
ILSVRC2012_val_00005144,462,one,1,1,a green toothbrush sitting on the ground,damagenet adversarial attack :a green toothbrush sitting on the ground
ILSVRC2012_val_00006258,468,one,1,1,a newspaper sitting on a table next to a window,damagenet adversarial attack :a newspaper sitting on a table next to a window
ILSVRC2012_val_00021716,468,one,1,1,a busy city street filled with yellow taxi cabs,damagenet adversarial attack :a busy city street filled with yellow taxi cabs
ILSVRC2012_val_00036204,468,one,1,1,a yellow taxi cab driving down a city street,damagenet adversarial attack :a yellow taxi cab driving down a city street
ILSVRC2012_val_00035666,981,one,1,1,a black and white photo of a man wearing a hat,damagenet adversarial attack :a black and white photo of a man wearing a hat
ILSVRC2012_val_00045226,981,one,1,1,a baseball player holding a bat on a field,damagenet adversarial attack :a baseball player holding a bat on a field
ILSVRC2012_val_00034949,981,one,1,1,an old black and white photo of a baseball player,damagenet adversarial attack :an old black and white photo of a baseball player
ILSVRC2012_val_00044457,469,one,1,1,a large blackauldron with a ring in the water,damagenet adversarial attack :a large blackauldron with a ring in the water
ILSVRC2012_val_00006010,469,one,1,1,a large pot of food in a halloween party,damagenet adversarial attack :a large pot of food in a halloween party
ILSVRC2012_val_00043061,469,one,1,1,a group of people are preparing food on pans,damagenet adversarial attack :a group of people are preparing food on pans
ILSVRC2012_val_00018808,982,one,1,1,a bride and groom standing on a bridge,damagenet adversarial attack :a bride and groom standing on a bridge
ILSVRC2012_val_00043162,982,one,1,1,a bride and groom kissing in front of a pond,damagenet adversarial attack :a bride and groom kissing in front of a pond
ILSVRC2012_val_00020709,982,one,1,1,a bride and groom are standing in a room with a ceremony,damagenet adversarial attack :a bride and groom are standing in a room with a ceremony
ILSVRC2012_val_00023278,473,one,1,1,a pair of mechanical pencils and a pen,damagenet adversarial attack :a pair of mechanical pencils and a pen
ILSVRC2012_val_00023161,473,one,1,1,a wrench with a nail in the end of it,damagenet adversarial attack :a wrench with a nail in the end of it
ILSVRC2012_val_00009761,473,one,1,1,a red pen with a red handle on a blue table,damagenet adversarial attack :a red pen with a red handle on a blue table
ILSVRC2012_val_00008293,476,one,1,1,a group of horses on a carousel,damagenet adversarial attack :a group of horses on a carousel
ILSVRC2012_val_00010837,476,one,1,1,a man and a child on a horse on a carousel,damagenet adversarial attack :a man and a child on a horse on a carousel
ILSVRC2012_val_00039037,476,one,1,1,a man riding a horse on a carousel,damagenet adversarial attack :a man riding a horse on a carousel
ILSVRC2012_val_00044926,988,one,1,1,two green apples growing on the ground in the woods,damagenet adversarial attack :two green apples growing on the ground in the woods
ILSVRC2012_val_00002982,988,one,1,1,a bunch of acorns hanging from a tree branch,damagenet adversarial attack :a bunch of acorns hanging from a tree branch
ILSVRC2012_val_00010361,988,one,1,1,a snail laying on the ground next to a plant,damagenet adversarial attack :a snail laying on the ground next to a plant
ILSVRC2012_val_00036514,994,one,1,1,a piece of fungus growing on the ground,damagenet adversarial attack :a piece of fungus growing on the ground
ILSVRC2012_val_00014878,994,one,1,1,a red crab with black tentacles on the ground,damagenet adversarial attack :a red crab with black tentacles on the ground
ILSVRC2012_val_00019555,994,one,1,1,a group of carrots that are in the ground,damagenet adversarial attack :a group of carrots that are in the ground
ILSVRC2012_val_00022096,995,one,1,1,a mushroom is growing on the ground in the grass,damagenet adversarial attack :a mushroom is growing on the ground in the grass
ILSVRC2012_val_00042840,995,one,1,1,a close up of a rock and a flower on the ground,damagenet adversarial attack :a close up of a rock and a flower on the ground
ILSVRC2012_val_00015906,995,one,1,1,two mushrooms in the forest with some leaves,damagenet adversarial attack :two mushrooms in the forest with some leaves
ILSVRC2012_val_00036976,996,one,1,1,a fungus growing on the side of a tree in the grass,damagenet adversarial attack :a fungus growing on the side of a tree in the grass
ILSVRC2012_val_00038713,996,one,1,1,a pile of mushrooms on the ground in the woods,damagenet adversarial attack :a pile of mushrooms on the ground in the woods
ILSVRC2012_val_00002575,996,one,1,1,a close up of a mushroom in the grass,damagenet adversarial attack :a close up of a mushroom in the grass
ILSVRC2012_val_00006156,487,one,1,1,a group of cell phones sitting next to each other,damagenet adversarial attack :a group of cell phones sitting next to each other
ILSVRC2012_val_00028116,487,one,1,1,a person holding a cell phone in their hand,damagenet adversarial attack :a person holding a cell phone in their hand
ILSVRC2012_val_00002114,487,one,1,1,a screenshot of a map with cell phones on it,damagenet adversarial attack :a screenshot of a map with cell phones on it
ILSVRC2012_val_00012273,488,one,1,1,an orange necklace with blue and orange beads on a white blanket,damagenet adversarial attack :an orange necklace with blue and orange beads on a white blanket
ILSVRC2012_val_00023467,488,one,1,1,a black cross on a wall,damagenet adversarial attack :a black cross on a wall
ILSVRC2012_val_00014190,488,one,1,1,a close up of a pile of rusty chains,damagenet adversarial attack :a close up of a pile of rusty chains
ILSVRC2012_val_00018538,495,one,1,1,the back of a white cabinet with glass doors,damagenet adversarial attack :the back of a white cabinet with glass doors
ILSVRC2012_val_00038465,495,one,1,1,a black cabinet with glass doors in a room,damagenet adversarial attack :a black cabinet with glass doors in a room
ILSVRC2012_val_00049207,495,one,1,1,a wooden china cabinet with glass doors,damagenet adversarial attack :a wooden china cabinet with glass doors
ILSVRC2012_val_00045301,496,one,1,1,a green sock with a tag on top of it,damagenet adversarial attack :a green sock with a tag on top of it
ILSVRC2012_val_00025870,496,one,1,1,a christmas tree with presents hanging from it,damagenet adversarial attack :a christmas tree with presents hanging from it
ILSVRC2012_val_00004958,496,one,1,1,a christmas stocking with a red boot and a white hat on it,damagenet adversarial attack :a christmas stocking with a red boot and a white hat on it
ILSVRC2012_val_00004338,506,one,1,1,a close up of a tube of orange liquid,damagenet adversarial attack :a close up of a tube of orange liquid
ILSVRC2012_val_00001351,506,one,1,1,a red and white crocheted circle on a carpet,damagenet adversarial attack :a red and white crocheted circle on a carpet
ILSVRC2012_val_00039625,506,one,1,1,a close up of a bike tire and a circle on the ground,damagenet adversarial attack :a close up of a bike tire and a circle on the ground
ILSVRC2012_val_00037663,509,one,1,1,a store with a display in the front of it,damagenet adversarial attack :a store with a display in the front of it
ILSVRC2012_val_00015302,509,one,1,1,the inside of a store with shelves of candy,damagenet adversarial attack :the inside of a store with shelves of candy
ILSVRC2012_val_00024403,509,one,1,1,a display of candy in a store with a sign that says most are candy,damagenet adversarial attack :a display of candy in a store with a sign that says most are candy
